순별 기후평년값(1991-2020),,,,,,,,,,,,,,,,,
10-DAY NORMALS,,,,,,,,,,,,,,,,,
지점번호,지점명,월,날짜,"기압(hPa)
Temperature",,"기온(℃)
Temperature",,,,"상대습도(%)
Relative Humidity","증기압(hPa)
Vapour Pressure",,"평균풍속
(m/s)","운량
(1/10)","강수량
(mm)","증발량
(mm)","일조시간
(hr)"
413,광진,1,상순,,,-1.4 ,2.9 ,2.4 ,-5.0 ,,,,1.8 ,,6.0 ,,
413,광진,1,중순,,,-1.0 ,2.7 ,2.8 ,-4.5 ,,,,1.7 ,,3.8 ,,
413,광진,1,하순,,,-1.3 ,2.8 ,2.7 ,-5.1 ,,,,2.0 ,,3.3 ,,
413,광진,2,상순,,,-0.6 ,2.5 ,3.7 ,-4.2 ,,,,1.9 ,,5.8 ,,
413,광진,2,중순,,,1.3 ,2.0 ,5.7 ,-2.4 ,,,,2.1 ,,8.1 ,,
413,광진,2,하순,,,4.0 ,2.5 ,8.7 ,0.1 ,,,,1.9 ,,7.9 ,,
413,광진,3,상순,,,4.7 ,1.7 ,9.4 ,0.8 ,,,,2.2 ,,7.7 ,,
413,광진,3,중순,,,7.2 ,1.7 ,12.4 ,2.8 ,,,,2.2 ,,10.0 ,,
413,광진,3,하순,,,8.6 ,1.9 ,13.8 ,4.4 ,,,,2.2 ,,10.2 ,,
413,광진,4,상순,,,11.2 ,1.6 ,16.5 ,6.9 ,,,,2.2 ,,20.2 ,,
413,광진,4,중순,,,13.5 ,2.0 ,19.1 ,9.0 ,,,,2.1 ,,15.2 ,,
413,광진,4,하순,,,14.9 ,2.1 ,20.4 ,10.2 ,,,,2.0 ,,31.6 ,,
413,광진,5,상순,,,17.8 ,1.4 ,23.4 ,13.0 ,,,,2.0 ,,26.6 ,,
413,광진,5,중순,,,18.4 ,1.2 ,23.7 ,13.8 ,,,,1.9 ,,30.6 ,,
413,광진,5,하순,,,20.7 ,1.5 ,26.2 ,15.9 ,,,,1.8 ,,18.6 ,,
413,광진,6,상순,,,22.7 ,1.5 ,27.9 ,18.1 ,,,,1.8 ,,13.8 ,,
413,광진,6,중순,,,23.6 ,1.1 ,28.8 ,19.4 ,,,,1.8 ,,36.3 ,,
413,광진,6,하순,,,24.3 ,1.2 ,29.1 ,20.6 ,,,,1.8 ,,60.6 ,,
413,광진,7,상순,,,25.2 ,1.1 ,29.4 ,21.8 ,,,,1.7 ,,93.4 ,,
413,광진,7,중순,,,25.6 ,1.2 ,29.6 ,22.4 ,,,,1.8 ,,122.5 ,,
413,광진,7,하순,,,27.0 ,1.5 ,31.0 ,23.8 ,,,,1.7 ,,131.4 ,,
413,광진,8,상순,,,27.8 ,1.7 ,32.2 ,24.5 ,,,,1.7 ,,133.7 ,,
413,광진,8,중순,,,27.0 ,1.6 ,31.2 ,23.7 ,,,,1.7 ,,81.1 ,,
413,광진,8,하순,,,25.4 ,1.1 ,29.8 ,22.0 ,,,,1.7 ,,92.3 ,,
413,광진,9,상순,,,23.8 ,1.0 ,28.4 ,20.1 ,,,,1.8 ,,48.7 ,,
413,광진,9,중순,,,22.3 ,1.6 ,26.8 ,18.4 ,,,,1.7 ,,62.5 ,,
413,광진,9,하순,,,20.3 ,1.3 ,25.1 ,16.2 ,,,,1.5 ,,31.1 ,,
413,광진,10,상순,,,18.1 ,1.6 ,23.1 ,13.9 ,,,,1.5 ,,18.6 ,,
413,광진,10,중순,,,15.6 ,1.6 ,20.8 ,11.2 ,,,,1.5 ,,8.8 ,,
413,광진,10,하순,,,13.3 ,1.9 ,18.1 ,9.0 ,,,,1.5 ,,17.0 ,,
413,광진,11,상순,,,11.2 ,2.1 ,15.8 ,7.0 ,,,,1.6 ,,14.5 ,,
413,광진,11,중순,,,7.5 ,2.4 ,11.6 ,3.6 ,,,,1.7 ,,15.1 ,,
413,광진,11,하순,,,5.6 ,1.9 ,9.7 ,2.1 ,,,,1.6 ,,14.0 ,,
413,광진,12,상순,,,2.3 ,2.4 ,6.2 ,-1.1 ,,,,1.7 ,,7.4 ,,
413,광진,12,중순,,,0.5 ,2.7 ,4.1 ,-3.1 ,,,,1.7 ,,4.3 ,,
413,광진,12,하순,,,-0.2 ,2.1 ,3.5 ,-3.9 ,,,,1.7 ,,5.6 ,,
414,성북,1,상순,,,-2.4 ,3.0 ,1.5 ,-6.1 ,,,,1.5 ,,6.0 ,,
414,성북,1,중순,,,-2.1 ,2.9 ,1.8 ,-5.7 ,,,,1.4 ,,5.0 ,,
414,성북,1,하순,,,-2.4 ,2.8 ,1.7 ,-6.2 ,,,,1.7 ,,3.3 ,,
414,성북,2,상순,,,-1.7 ,2.6 ,2.6 ,-5.4 ,,,,1.5 ,,4.6 ,,
414,성북,2,중순,,,0.2 ,2.1 ,4.6 ,-3.5 ,,,,1.7 ,,7.3 ,,
414,성북,2,하순,,,3.0 ,2.6 ,7.5 ,-0.9 ,,,,1.7 ,,11.0 ,,
414,성북,3,상순,,,3.7 ,1.9 ,8.3 ,-0.3 ,,,,1.9 ,,11.2 ,,
414,성북,3,중순,,,6.2 ,1.9 ,11.2 ,1.7 ,,,,2.0 ,,10.6 ,,
414,성북,3,하순,,,7.5 ,1.9 ,12.6 ,3.3 ,,,,1.9 ,,10.3 ,,
414,성북,4,상순,,,10.2 ,1.7 ,15.6 ,5.8 ,,,,2.0 ,,21.2 ,,
414,성북,4,중순,,,12.5 ,2.1 ,18.0 ,8.0 ,,,,1.9 ,,18.1 ,,
414,성북,4,하순,,,14.0 ,2.2 ,19.2 ,9.3 ,,,,2.0 ,,28.8 ,,
414,성북,5,상순,,,16.8 ,1.4 ,22.4 ,12.0 ,,,,1.9 ,,34.2 ,,
414,성북,5,중순,,,17.4 ,1.3 ,22.6 ,12.8 ,,,,1.8 ,,40.5 ,,
414,성북,5,하순,,,19.8 ,1.4 ,25.4 ,15.1 ,,,,1.7 ,,23.9 ,,
414,성북,6,상순,,,21.6 ,1.5 ,27.0 ,17.1 ,,,,1.6 ,,21.1 ,,
414,성북,6,중순,,,22.6 ,1.1 ,27.6 ,18.4 ,,,,1.6 ,,33.1 ,,
414,성북,6,하순,,,23.4 ,1.0 ,28.0 ,19.7 ,,,,1.8 ,,72.9 ,,
414,성북,7,상순,,,24.2 ,1.2 ,28.5 ,21.1 ,,,,1.8 ,,116.2 ,,
414,성북,7,중순,,,24.8 ,1.3 ,28.6 ,21.7 ,,,,1.9 ,,140.5 ,,
414,성북,7,하순,,,26.1 ,1.7 ,29.9 ,23.2 ,,,,1.7 ,,138.8 ,,
414,성북,8,상순,,,27.1 ,1.7 ,31.3 ,23.9 ,,,,1.7 ,,144.6 ,,
414,성북,8,중순,,,26.1 ,1.6 ,30.1 ,22.9 ,,,,1.7 ,,82.4 ,,
414,성북,8,하순,,,24.5 ,1.1 ,28.7 ,21.1 ,,,,1.7 ,,102.7 ,,
414,성북,9,상순,,,23.0 ,1.1 ,27.5 ,19.3 ,,,,1.7 ,,50.5 ,,
414,성북,9,중순,,,21.5 ,1.5 ,26.1 ,17.8 ,,,,1.7 ,,54.7 ,,
414,성북,9,하순,,,19.4 ,1.4 ,24.3 ,15.6 ,,,,1.5 ,,28.2 ,,
414,성북,10,상순,,,17.2 ,1.6 ,22.2 ,13.1 ,,,,1.5 ,,19.4 ,,
414,성북,10,중순,,,14.8 ,1.7 ,19.9 ,10.4 ,,,,1.4 ,,8.4 ,,
414,성북,10,하순,,,12.4 ,2.1 ,17.3 ,8.3 ,,,,1.4 ,,18.0 ,,
414,성북,11,상순,,,10.4 ,2.2 ,14.9 ,6.2 ,,,,1.4 ,,16.8 ,,
414,성북,11,중순,,,6.5 ,2.5 ,10.6 ,2.6 ,,,,1.5 ,,16.1 ,,
414,성북,11,하순,,,4.8 ,2.0 ,8.6 ,0.9 ,,,,1.4 ,,13.0 ,,
414,성북,12,상순,,,1.1 ,2.6 ,5.4 ,-2.3 ,,,,1.4 ,,7.6 ,,
414,성북,12,중순,,,-0.7 ,2.9 ,3.1 ,-4.5 ,,,,1.4 ,,4.6 ,,
414,성북,12,하순,,,-1.4 ,2.2 ,2.3 ,-5.4 ,,,,1.3 ,,5.2 ,,
415,용산,1,상순,,,-1.4 ,2.9 ,2.2 ,-4.9 ,,,,1.5 ,,6.9 ,,
415,용산,1,중순,,,-1.1 ,2.8 ,2.5 ,-4.4 ,,,,1.5 ,,4.6 ,,
415,용산,1,하순,,,-1.6 ,2.8 ,2.4 ,-5.0 ,,,,1.6 ,,3.7 ,,
415,용산,2,상순,,,-0.8 ,2.5 ,3.4 ,-4.2 ,,,,1.5 ,,5.7 ,,
415,용산,2,중순,,,1.1 ,2.2 ,5.5 ,-2.4 ,,,,1.8 ,,8.4 ,,
415,용산,2,하순,,,3.8 ,2.5 ,8.4 ,0.1 ,,,,1.7 ,,10.0 ,,
415,용산,3,상순,,,4.6 ,1.9 ,9.1 ,0.8 ,,,,1.9 ,,10.5 ,,
415,용산,3,중순,,,7.2 ,1.9 ,12.2 ,2.9 ,,,,2.0 ,,10.5 ,,
415,용산,3,하순,,,8.5 ,2.0 ,13.4 ,4.3 ,,,,1.9 ,,10.6 ,,
415,용산,4,상순,,,11.1 ,1.9 ,16.4 ,7.1 ,,,,2.1 ,,20.5 ,,
415,용산,4,중순,,,13.5 ,1.9 ,19.0 ,9.1 ,,,,2.0 ,,15.1 ,,
415,용산,4,하순,,,15.1 ,2.2 ,20.2 ,10.5 ,,,,2.1 ,,23.7 ,,
415,용산,5,상순,,,17.9 ,1.4 ,23.5 ,13.3 ,,,,2.1 ,,26.5 ,,
415,용산,5,중순,,,18.5 ,1.3 ,23.7 ,14.0 ,,,,2.0 ,,32.5 ,,
415,용산,5,하순,,,20.8 ,1.3 ,26.3 ,16.2 ,,,,1.8 ,,21.5 ,,
415,용산,6,상순,,,22.8 ,1.5 ,28.0 ,18.4 ,,,,1.8 ,,19.7 ,,
415,용산,6,중순,,,23.8 ,1.1 ,28.9 ,19.7 ,,,,1.8 ,,33.5 ,,
415,용산,6,하순,,,24.4 ,1.0 ,29.2 ,20.9 ,,,,2.0 ,,62.8 ,,
415,용산,7,상순,,,25.3 ,1.1 ,29.5 ,22.0 ,,,,2.0 ,,95.7 ,,
415,용산,7,중순,,,25.9 ,1.2 ,29.8 ,22.7 ,,,,2.1 ,,117.1 ,,
415,용산,7,하순,,,27.2 ,1.6 ,31.2 ,24.3 ,,,,2.0 ,,123.0 ,,
415,용산,8,상순,,,28.3 ,1.7 ,32.5 ,25.0 ,,,,1.9 ,,115.3 ,,
415,용산,8,중순,,,27.3 ,1.7 ,31.5 ,24.2 ,,,,1.9 ,,85.2 ,,
415,용산,8,하순,,,25.7 ,1.2 ,30.0 ,22.5 ,,,,2.0 ,,81.2 ,,
415,용산,9,상순,,,24.3 ,1.0 ,28.8 ,20.7 ,,,,1.9 ,,46.9 ,,
415,용산,9,중순,,,22.7 ,1.4 ,27.2 ,19.0 ,,,,1.8 ,,55.5 ,,
415,용산,9,하순,,,20.9 ,1.5 ,25.6 ,17.0 ,,,,1.6 ,,30.1 ,,
415,용산,10,상순,,,18.4 ,1.5 ,23.3 ,14.5 ,,,,1.6 ,,18.8 ,,
415,용산,10,중순,,,15.9 ,1.7 ,21.0 ,11.7 ,,,,1.5 ,,7.8 ,,
415,용산,10,하순,,,13.5 ,2.0 ,18.1 ,9.3 ,,,,1.5 ,,17.6 ,,
415,용산,11,상순,,,11.2 ,2.3 ,15.4 ,7.2 ,,,,1.5 ,,20.3 ,,
415,용산,11,중순,,,7.5 ,2.5 ,11.5 ,3.9 ,,,,1.5 ,,14.5 ,,
415,용산,11,하순,,,5.7 ,1.8 ,9.6 ,2.2 ,,,,1.4 ,,14.8 ,,
415,용산,12,상순,,,2.3 ,2.4 ,6.0 ,-1.2 ,,,,1.5 ,,8.0 ,,
415,용산,12,중순,,,0.3 ,2.9 ,4.0 ,-3.0 ,,,,1.4 ,,4.6 ,,
415,용산,12,하순,,,-0.3 ,2.3 ,3.3 ,-3.9 ,,,,1.4 ,,5.4 ,,
416,은평,1,상순,,,-2.9 ,3.1 ,1.9 ,-7.2 ,,,,1.7 ,,5.2 ,,
416,은평,1,중순,,,-2.5 ,2.9 ,2.2 ,-6.9 ,,,,1.6 ,,4.5 ,,
416,은평,1,하순,,,-2.9 ,3.0 ,2.1 ,-7.3 ,,,,1.7 ,,2.8 ,,
416,은평,2,상순,,,-2.2 ,3.0 ,3.0 ,-6.6 ,,,,1.6 ,,3.4 ,,
416,은평,2,중순,,,0.0 ,2.4 ,5.0 ,-4.5 ,,,,1.9 ,,6.6 ,,
416,은평,2,하순,,,2.6 ,2.8 ,8.0 ,-1.9 ,,,,1.8 ,,11.2 ,,
416,은평,3,상순,,,3.4 ,1.8 ,8.5 ,-1.2 ,,,,2.0 ,,10.2 ,,
416,은평,3,중순,,,6.0 ,1.9 ,11.6 ,0.7 ,,,,2.0 ,,7.3 ,,
416,은평,3,하순,,,7.2 ,1.7 ,12.8 ,2.0 ,,,,2.0 ,,9.7 ,,
416,은평,4,상순,,,9.9 ,1.9 ,15.7 ,4.8 ,,,,2.1 ,,19.1 ,,
416,은평,4,중순,,,12.1 ,2.0 ,18.3 ,6.8 ,,,,2.0 ,,17.3 ,,
416,은평,4,하순,,,13.7 ,2.1 ,19.5 ,8.4 ,,,,2.0 ,,25.7 ,,
416,은평,5,상순,,,16.4 ,1.5 ,22.7 ,10.9 ,,,,1.9 ,,28.5 ,,
416,은평,5,중순,,,17.1 ,1.0 ,22.8 ,11.9 ,,,,1.9 ,,31.6 ,,
416,은평,5,하순,,,19.2 ,1.3 ,25.3 ,13.7 ,,,,1.7 ,,20.1 ,,
416,은평,6,상순,,,21.2 ,1.3 ,26.9 ,16.0 ,,,,1.6 ,,18.9 ,,
416,은평,6,중순,,,22.3 ,1.2 ,27.7 ,17.7 ,,,,1.6 ,,30.6 ,,
416,은평,6,하순,,,23.1 ,0.9 ,28.1 ,19.1 ,,,,1.6 ,,53.4 ,,
416,은평,7,상순,,,24.1 ,1.0 ,28.5 ,20.6 ,,,,1.7 ,,96.4 ,,
416,은평,7,중순,,,24.6 ,0.9 ,28.7 ,21.4 ,,,,1.8 ,,128.7 ,,
416,은평,7,하순,,,26.0 ,1.3 ,30.0 ,22.9 ,,,,1.6 ,,137.7 ,,
416,은평,8,상순,,,27.0 ,1.2 ,31.3 ,23.5 ,,,,1.7 ,,120.6 ,,
416,은평,8,중순,,,26.1 ,1.5 ,30.3 ,22.7 ,,,,1.6 ,,77.0 ,,
416,은평,8,하순,,,24.3 ,1.2 ,28.9 ,20.6 ,,,,1.6 ,,93.5 ,,
416,은평,9,상순,,,22.8 ,1.4 ,27.8 ,18.6 ,,,,1.5 ,,48.3 ,,
416,은평,9,중순,,,21.3 ,1.7 ,26.3 ,16.9 ,,,,1.5 ,,47.3 ,,
416,은평,9,하순,,,19.2 ,1.4 ,24.6 ,14.6 ,,,,1.4 ,,24.3 ,,
416,은평,10,상순,,,16.8 ,1.8 ,22.3 ,11.9 ,,,,1.5 ,,17.4 ,,
416,은평,10,중순,,,14.1 ,2.1 ,20.3 ,9.0 ,,,,1.4 ,,6.7 ,,
416,은평,10,하순,,,12.0 ,2.3 ,17.6 ,6.9 ,,,,1.5 ,,15.5 ,,
416,은평,11,상순,,,10.0 ,2.2 ,15.3 ,5.1 ,,,,1.7 ,,15.7 ,,
416,은평,11,중순,,,6.2 ,2.7 ,11.1 ,1.7 ,,,,1.6 ,,13.5 ,,
416,은평,11,하순,,,4.4 ,2.4 ,9.2 ,0.2 ,,,,1.6 ,,12.7 ,,
416,은평,12,상순,,,1.0 ,2.7 ,5.7 ,-3.3 ,,,,1.7 ,,6.9 ,,
416,은평,12,중순,,,-1.0 ,3.4 ,3.7 ,-5.5 ,,,,1.6 ,,4.0 ,,
416,은평,12,하순,,,-1.7 ,2.7 ,2.9 ,-6.3 ,,,,1.5 ,,4.6 ,,
417,금천,1,상순,,,-1.0 ,3.0 ,2.6 ,-4.1 ,,,,1.6 ,,6.5 ,,
417,금천,1,중순,,,-0.7 ,3.1 ,2.7 ,-3.8 ,,,,1.5 ,,4.7 ,,
417,금천,1,하순,,,-0.9 ,3.2 ,2.7 ,-4.3 ,,,,1.7 ,,3.4 ,,
417,금천,2,상순,,,-0.3 ,2.8 ,3.5 ,-3.7 ,,,,1.7 ,,5.3 ,,
417,금천,2,중순,,,1.4 ,2.1 ,5.5 ,-1.9 ,,,,1.8 ,,7.9 ,,
417,금천,2,하순,,,4.1 ,2.6 ,8.3 ,0.6 ,,,,1.8 ,,9.2 ,,
417,금천,3,상순,,,4.5 ,1.8 ,8.8 ,1.0 ,,,,2.0 ,,11.7 ,,
417,금천,3,중순,,,7.2 ,1.8 ,11.6 ,3.1 ,,,,2.1 ,,11.5 ,,
417,금천,3,하순,,,8.3 ,2.0 ,12.8 ,4.4 ,,,,2.0 ,,11.6 ,,
417,금천,4,상순,,,10.8 ,1.6 ,15.6 ,6.9 ,,,,2.1 ,,21.8 ,,
417,금천,4,중순,,,13.1 ,1.7 ,18.1 ,8.9 ,,,,2.2 ,,17.2 ,,
417,금천,4,하순,,,14.4 ,1.9 ,19.2 ,10.4 ,,,,2.2 ,,29.2 ,,
417,금천,5,상순,,,17.2 ,1.5 ,22.4 ,12.9 ,,,,2.2 ,,29.0 ,,
417,금천,5,중순,,,17.8 ,1.4 ,22.7 ,13.6 ,,,,2.2 ,,36.0 ,,
417,금천,5,하순,,,20.1 ,1.1 ,25.2 ,15.8 ,,,,2.0 ,,23.6 ,,
417,금천,6,상순,,,22.0 ,1.4 ,26.7 ,17.8 ,,,,1.9 ,,21.1 ,,
417,금천,6,중순,,,22.8 ,1.1 ,27.3 ,19.1 ,,,,2.0 ,,30.9 ,,
417,금천,6,하순,,,23.6 ,1.1 ,27.8 ,20.3 ,,,,2.1 ,,64.3 ,,
417,금천,7,상순,,,24.6 ,1.0 ,28.4 ,21.6 ,,,,2.1 ,,95.4 ,,
417,금천,7,중순,,,25.2 ,1.4 ,28.6 ,22.4 ,,,,2.3 ,,125.6 ,,
417,금천,7,하순,,,26.4 ,1.8 ,29.8 ,23.8 ,,,,2.1 ,,135.8 ,,
417,금천,8,상순,,,27.6 ,2.0 ,31.3 ,24.7 ,,,,2.2 ,,118.7 ,,
417,금천,8,중순,,,26.6 ,1.8 ,30.2 ,23.8 ,,,,2.1 ,,91.3 ,,
417,금천,8,하순,,,25.2 ,1.3 ,28.9 ,22.2 ,,,,2.0 ,,89.5 ,,
417,금천,9,상순,,,23.7 ,1.2 ,27.7 ,20.5 ,,,,2.0 ,,56.0 ,,
417,금천,9,중순,,,22.3 ,1.2 ,26.4 ,19.1 ,,,,1.9 ,,66.6 ,,
417,금천,9,하순,,,20.6 ,1.1 ,24.8 ,17.1 ,,,,1.7 ,,30.6 ,,
417,금천,10,상순,,,18.2 ,1.3 ,22.7 ,14.7 ,,,,1.7 ,,21.0 ,,
417,금천,10,중순,,,15.9 ,1.6 ,20.5 ,12.1 ,,,,1.6 ,,10.2 ,,
417,금천,10,하순,,,13.6 ,1.8 ,18.0 ,10.0 ,,,,1.7 ,,17.5 ,,
417,금천,11,상순,,,11.5 ,2.1 ,15.5 ,7.9 ,,,,1.7 ,,17.1 ,,
417,금천,11,중순,,,7.8 ,2.5 ,11.5 ,4.4 ,,,,1.7 ,,16.6 ,,
417,금천,11,하순,,,6.0 ,1.9 ,9.5 ,2.7 ,,,,1.6 ,,12.9 ,,
417,금천,12,상순,,,3.0 ,2.6 ,6.4 ,-0.4 ,,,,1.7 ,,7.0 ,,
417,금천,12,중순,,,0.5 ,2.9 ,4.2 ,-2.4 ,,,,1.7 ,,5.0 ,,
417,금천,12,하순,,,-0.2 ,2.2 ,3.4 ,-3.4 ,,,,1.6 ,,5.8 ,,
419,중구,1,상순,,,-3.3 ,3.2 ,0.4 ,-6.6 ,,,,2.6 ,,3.7 ,,
419,중구,1,중순,,,-3.1 ,3.0 ,0.9 ,-6.2 ,,,,2.6 ,,3.8 ,,
419,중구,1,하순,,,-3.4 ,2.9 ,0.7 ,-6.7 ,,,,2.8 ,,2.1 ,,
419,중구,2,상순,,,-2.7 ,2.6 ,1.8 ,-5.9 ,,,,2.6 ,,4.5 ,,
419,중구,2,중순,,,-0.7 ,2.3 ,4.1 ,-3.8 ,,,,2.7 ,,6.2 ,,
419,중구,2,하순,,,2.1 ,2.7 ,7.1 ,-1.4 ,,,,2.6 ,,8.3 ,,
419,중구,3,상순,,,2.7 ,1.9 ,7.7 ,-0.9 ,,,,2.7 ,,9.7 ,,
419,중구,3,중순,,,5.4 ,2.0 ,11.1 ,1.3 ,,,,2.6 ,,7.6 ,,
419,중구,3,하순,,,6.8 ,2.1 ,12.5 ,2.8 ,,,,2.6 ,,9.6 ,,
419,중구,4,상순,,,9.4 ,1.9 ,15.6 ,5.4 ,,,,2.6 ,,18.1 ,,
419,중구,4,중순,,,11.8 ,2.1 ,18.3 ,7.5 ,,,,2.3 ,,14.7 ,,
419,중구,4,하순,,,13.4 ,2.2 ,19.5 ,9.0 ,,,,2.1 ,,20.1 ,,
419,중구,5,상순,,,16.2 ,1.5 ,22.7 ,11.6 ,,,,1.9 ,,26.2 ,,
419,중구,5,중순,,,16.8 ,1.4 ,22.6 ,12.4 ,,,,1.6 ,,30.1 ,,
419,중구,5,하순,,,19.2 ,1.4 ,25.4 ,14.6 ,,,,1.6 ,,18.5 ,,
419,중구,6,상순,,,21.0 ,1.7 ,26.9 ,16.7 ,,,,1.6 ,,17.4 ,,
419,중구,6,중순,,,22.0 ,1.1 ,27.7 ,17.9 ,,,,1.5 ,,25.5 ,,
419,중구,6,하순,,,22.6 ,1.3 ,28.0 ,19.0 ,,,,1.7 ,,58.3 ,,
419,중구,7,상순,,,23.4 ,1.2 ,28.3 ,20.3 ,,,,1.7 ,,88.6 ,,
419,중구,7,중순,,,24.0 ,1.4 ,28.5 ,21.0 ,,,,1.8 ,,106.9 ,,
419,중구,7,하순,,,25.3 ,1.6 ,29.8 ,22.5 ,,,,1.5 ,,112.6 ,,
419,중구,8,상순,,,26.5 ,1.6 ,30.8 ,23.2 ,,,,1.7 ,,96.8 ,,
419,중구,8,중순,,,25.4 ,1.8 ,29.7 ,22.1 ,,,,2.0 ,,72.3 ,,
419,중구,8,하순,,,23.6 ,1.1 ,28.4 ,20.5 ,,,,2.1 ,,73.9 ,,
419,중구,9,상순,,,22.2 ,1.1 ,27.0 ,18.9 ,,,,2.3 ,,33.2 ,,
419,중구,9,중순,,,20.8 ,1.4 ,25.3 ,17.2 ,,,,2.5 ,,39.7 ,,
419,중구,9,하순,,,18.8 ,1.3 ,23.5 ,15.1 ,,,,2.4 ,,26.7 ,,
419,중구,10,상순,,,16.7 ,1.3 ,21.5 ,12.9 ,,,,2.1 ,,13.3 ,,
419,중구,10,중순,,,14.3 ,1.4 ,19.2 ,10.5 ,,,,2.1 ,,6.3 ,,
419,중구,10,하순,,,12.0 ,1.9 ,16.6 ,8.2 ,,,,2.2 ,,16.5 ,,
419,중구,11,상순,,,9.8 ,2.2 ,14.3 ,6.2 ,,,,2.2 ,,13.8 ,,
419,중구,11,중순,,,5.7 ,2.7 ,10.0 ,2.4 ,,,,2.6 ,,13.5 ,,
419,중구,11,하순,,,3.8 ,2.0 ,7.9 ,0.7 ,,,,2.6 ,,10.4 ,,
419,중구,12,상순,,,0.3 ,2.8 ,4.3 ,-2.8 ,,,,2.6 ,,6.8 ,,
419,중구,12,중순,,,-1.6 ,2.9 ,2.1 ,-4.8 ,,,,2.6 ,,3.4 ,,
419,중구,12,하순,,,-2.2 ,2.4 ,1.6 ,-5.5 ,,,,2.6 ,,3.9 ,,
421,성동,1,상순,,,-1.1 ,3.2 ,2.3 ,-4.5 ,,,,2.1 ,,5.4 ,,
421,성동,1,중순,,,-0.7 ,3.1 ,2.7 ,-4.0 ,,,,2.1 ,,4.0 ,,
421,성동,1,하순,,,-0.9 ,2.9 ,2.7 ,-4.3 ,,,,2.3 ,,4.0 ,,
421,성동,2,상순,,,-0.1 ,2.5 ,3.7 ,-3.6 ,,,,2.3 ,,6.4 ,,
421,성동,2,중순,,,1.6 ,2.0 ,5.6 ,-1.9 ,,,,2.4 ,,7.6 ,,
421,성동,2,하순,,,4.5 ,2.6 ,8.7 ,0.7 ,,,,2.3 ,,10.5 ,,
421,성동,3,상순,,,4.7 ,1.9 ,8.8 ,1.1 ,,,,2.6 ,,11.4 ,,
421,성동,3,중순,,,7.5 ,2.0 ,12.0 ,3.3 ,,,,2.6 ,,8.1 ,,
421,성동,3,하순,,,9.0 ,2.0 ,13.6 ,5.1 ,,,,2.7 ,,10.2 ,,
421,성동,4,상순,,,11.5 ,1.5 ,16.4 ,7.4 ,,,,2.6 ,,18.8 ,,
421,성동,4,중순,,,13.7 ,1.8 ,18.7 ,9.4 ,,,,2.7 ,,16.4 ,,
421,성동,4,하순,,,14.9 ,1.9 ,19.7 ,10.6 ,,,,2.7 ,,27.9 ,,
421,성동,5,상순,,,18.0 ,1.4 ,23.2 ,13.5 ,,,,2.5 ,,23.4 ,,
421,성동,5,중순,,,18.6 ,1.3 ,23.5 ,14.3 ,,,,2.5 ,,36.3 ,,
421,성동,5,하순,,,21.0 ,1.0 ,26.1 ,16.5 ,,,,2.3 ,,20.7 ,,
421,성동,6,상순,,,22.8 ,1.4 ,27.8 ,18.6 ,,,,2.2 ,,16.8 ,,
421,성동,6,중순,,,23.4 ,1.0 ,28.1 ,19.6 ,,,,2.3 ,,34.2 ,,
421,성동,6,하순,,,24.2 ,1.1 ,28.4 ,20.8 ,,,,2.3 ,,65.1 ,,
421,성동,7,상순,,,24.9 ,0.8 ,28.8 ,21.9 ,,,,2.3 ,,112.0 ,,
421,성동,7,중순,,,25.5 ,1.2 ,29.2 ,22.5 ,,,,2.3 ,,160.6 ,,
421,성동,7,하순,,,26.8 ,1.7 ,30.4 ,24.0 ,,,,2.1 ,,152.5 ,,
421,성동,8,상순,,,28.1 ,1.7 ,32.0 ,25.0 ,,,,2.1 ,,81.9 ,,
421,성동,8,중순,,,26.7 ,1.7 ,30.5 ,23.8 ,,,,2.2 ,,97.7 ,,
421,성동,8,하순,,,25.4 ,1.0 ,29.4 ,22.3 ,,,,2.2 ,,90.2 ,,
421,성동,9,상순,,,23.9 ,1.1 ,28.1 ,20.4 ,,,,2.2 ,,52.0 ,,
421,성동,9,중순,,,22.6 ,1.0 ,26.7 ,19.0 ,,,,2.1 ,,53.5 ,,
421,성동,9,하순,,,20.8 ,1.1 ,25.1 ,17.1 ,,,,1.9 ,,30.7 ,,
421,성동,10,상순,,,18.4 ,1.4 ,22.9 ,14.6 ,,,,2.0 ,,21.1 ,,
421,성동,10,중순,,,16.3 ,1.4 ,20.9 ,12.3 ,,,,1.8 ,,7.6 ,,
421,성동,10,하순,,,13.7 ,2.0 ,18.1 ,9.9 ,,,,1.9 ,,18.1 ,,
421,성동,11,상순,,,11.7 ,2.2 ,15.7 ,8.0 ,,,,2.0 ,,17.3 ,,
421,성동,11,중순,,,7.8 ,2.6 ,11.5 ,4.3 ,,,,2.1 ,,16.1 ,,
421,성동,11,하순,,,6.1 ,1.7 ,9.6 ,2.8 ,,,,2.0 ,,12.9 ,,
421,성동,12,상순,,,2.8 ,2.4 ,6.2 ,-0.5 ,,,,2.0 ,,8.0 ,,
421,성동,12,중순,,,0.5 ,2.9 ,3.9 ,-2.7 ,,,,2.1 ,,4.2 ,,
421,성동,12,하순,,,-0.2 ,2.2 ,3.2 ,-3.6 ,,,,2.1 ,,5.8 ,,
423,구로,1,상순,,,-2.2 ,3.3 ,2.0 ,-6.1 ,,,,1.6 ,,4.6 ,,
