
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 01월 01일~01월 31일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
조선대,722,01-16,       1.5,       5.9,      -2.2,       1.0,,,,,,,       1.9
거문도,723,01-16,       5.1,       7.6,       3.0,       1.1,,,,,,,       5.5
추자도,724,01-16,       5.0,       7.2,       2.9,       1.1,,,,,,,       4.8
장성,730,01-16,      -0.3,       5.3,      -5.1,       1.3,,,,,,,       1.5
영암,731,01-16,       0.7,       5.9,      -3.7,       1.2,,,,,,,       1.8
보성,732,01-16,       0.0,       5.8,      -5.3,       0.9,,,,,,,       1.7
완주,734,01-16,      -0.7,       5.1,      -6.0,       1.3,,,,,,,       1.5
김제,737,01-16,      -0.1,       4.5,      -4.4,       0.8,,,,,,,       1.9
화순,741,01-16,       0.1,       5.9,      -4.9,       1.2,,,,,,,       1.3
함평,754,01-16,       1.0,       6.1,      -3.5,       1.1,,,,,,,       1.5
곡성,768,01-16,      -0.5,       5.5,      -5.6,       0.8,,,,,,,       1.3
성판악,782,01-16,      -0.4,       2.7,      -3.2,       3.6,,,,,,,       3.3
풍암,788,01-16,       0.6,       5.9,      -3.9,       0.4,,,,,,,       1.2
압해도,789,01-16,       1.5,       5.4,      -1.7,       0.6,,,,,,,       3.2
영양,801,01-16,      -2.4,       4.4,      -8.5,       1.1,,,,,,,       1.4
성주,810,01-16,      -0.8,       5.8,      -6.8,       0.8,,,,,,,       1.3
고령,812,01-16,      -0.8,       6.7,      -7.1,       1.0,,,,,,,       0.8
청도,813,01-16,      -0.8,       6.5,      -6.7,       1.2,,,,,,,       1.3
예천,815,01-16,      -2.2,       4.8,      -8.1,       0.9,,,,,,,       1.1
김천,822,01-16,      -1.2,       5.0,      -6.9,       0.8,,,,,,,       1.3
군위,823,01-16,      -2.6,       4.5,      -8.6,       0.7,,,,,,,       1.3
칠곡,825,01-16,      -0.1,       5.6,      -5.6,       0.6,,,,,,,       2.0
경산,827,01-16,       0.7,       6.1,      -4.1,       0.9,,,,,,,       1.7
달성,828,01-16,       1.0,       7.0,      -3.8,       0.9,,,,,,,       1.8
대구서구,846,01-16,       1.1,       6.0,      -3.1,       0.6,,,,,,,       1.6
신암,860,01-16,       1.3,       6.1,      -2.8,       0.8,      52.0,       5.8,       3.8,,    1017.4,    1024.9,       2.3
완산,864,01-16,       0.0,       4.8,      -4.3,       0.9,      66.3,       4.6,       4.4,       1.0,    1018.7,    1025.6,       1.4
삼척,876,01-16,       1.3,       5.7,      -2.6,       1.2,,,,,,,       2.1
울기,901,01-16,       3.6,       7.9,       0.0,       1.8,,,,,,,       2.3
삼천포,907,01-16,       2.9,       7.2,      -0.8,       1.0,,,,,,,       2.2
영도,910,01-16,       3.8,       7.5,       0.4,       1.8,,,,,,,       3.1
고성,918,01-16,       1.9,       7.9,      -3.5,       1.1,,,,,,,       1.8
창녕,919,01-16,      -0.1,       6.7,      -6.4,       0.9,,,,,,,       1.7
함안,920,01-16,      -0.3,       7.8,      -6.9,       0.9,,,,,,,       1.0
가덕도,921,01-16,       3.9,       7.7,       0.9,       1.4,,,,,,,       3.9
기장,923,01-16,       3.2,       8.4,      -1.5,       2.2,,,,,,,       1.9
간절곶,924,01-16,       3.9,       8.1,       0.2,       1.9,,,,,,,       3.5
하동,932,01-16,       1.9,       7.7,      -3.1,       0.9,,,,,,,       1.6
해운대,937,01-16,       4.3,       8.9,       0.1,       1.6,,,,,,,       2.2
부산진,938,01-16,       3.1,       7.4,      -0.7,       1.5,,,,,,,       2.1
동래,940,01-16,       3.5,       8.1,      -0.6,       1.8,,,,,,,       1.8
북구,941,01-16,       2.3,       7.1,      -1.7,       1.2,,,,,,,       1.6
부산남구,942,01-16,       4.0,       7.9,       0.3,       1.8,,,,,,,       1.9
정자,949,01-16,       3.2,       8.0,      -1.6,       1.2,,,,,,,       2.9
속초,90,01-17,       0.3,       4.4,      -3.6,       2.2,      53.0,       5.7,,,    1020.2,    1022.6,       2.4
철원,95,01-17,      -5.5,       1.0,     -11.6,       0.5,      69.0,       5.3,,,    1005.5,    1025.4,       1.1
동두천,98,01-17,      -3.3,       3.1,      -8.4,       0.6,      64.1,       5.3,,,    1011.4,    1025.7,       1.2
파주,99,01-17,      -3.8,       2.8,      -9.6,       0.7,      68.3,       5.6,,,    1021.8,    1025.7,       1.2
대관령,100,01-17,      -6.8,      -1.5,     -12.3,       2.3,      69.1,       6.0,,,     924.4,    1024.5,       4.4
춘천,101,01-17,      -3.9,       2.0,      -9.1,       0.7,      70.3,       5.1,,,    1015.5,    1025.3,       0.9
백령도,102,01-17,      -0.8,       1.7,      -2.9,       0.3,      64.8,       4.5,       5.3,,    1008.3,    1025.9,       4.0
강릉,105,01-17,       1.0,       5.4,      -2.5,       1.9,      50.4,       5.8,,,    1019.6,    1022.9,       3.1
동해,106,01-17,       1.3,       5.5,      -2.7,       2.3,      52.6,       5.5,,,    1017.5,    1022.2,       2.6
서울,108,01-17,      -1.6,       2.4,      -5.2,       0.5,      57.3,       5.4,       3.9,       1.3,    1014.4,    1025.4,       2.3
인천,112,01-17,      -1.3,       2.6,      -4.7,       0.4,      61.8,       5.9,       3.8,       1.6,    1016.4,    1025.1,       2.9
원주,114,01-17,      -3.0,       2.6,      -7.8,       0.6,      65.0,       5.0,,,    1006.2,    1025.3,       0.9
울릉도,115,01-17,       1.7,       4.3,      -0.4,       4.0,      70.6,       3.0,       7.2,       1.3,     994.3,    1022.0,       3.6
수원,119,01-17,      -1.9,       3.1,      -6.4,       0.4,      64.5,       5.5,       3.9,       1.2,    1021.1,    1025.6,       1.5
영월,121,01-17,      -3.2,       3.1,      -8.7,       0.5,      65.8,       5.4,,,     994.6,    1025.0,       1.1
충주,127,01-17,      -3.1,       2.7,      -8.2,       0.6,      68.3,       5.2,,,    1013.2,    1025.5,       1.3
서산,129,01-17,      -1.4,       3.7,      -6.1,       0.4,      71.2,       5.1,,,    1022.5,    1025.7,       2.1
울진,130,01-17,       1.5,       6.5,      -2.9,       2.8,      54.6,       6.1,,,    1016.2,    1022.5,       3.6
청주,131,01-17,      -1.4,       3.5,      -5.6,       0.6,      63.8,       5.2,       4.6,       1.0,    1018.2,    1025.6,       1.4
대전,133,01-17,      -0.9,       4.3,      -5.4,       1.0,      65.5,       5.2,       4.5,       1.1,    1016.6,    1025.5,       1.4
추풍령,135,01-17,      -1.7,       3.1,      -6.2,       0.9,      60.9,       5.4,,,     994.1,    1025.0,       3.3
안동,136,01-17,      -1.8,       4.3,      -7.3,       0.9,      62.1,       6.0,       3.8,       1.4,    1006.8,    1024.8,       1.6
상주,137,01-17,      -0.3,       4.7,      -4.8,       1.0,      58.8,       5.3,,,    1012.6,    1025.0,       2.0
포항,138,01-17,       2.4,       6.9,      -1.4,       1.9,      51.4,       5.8,       3.7,       2.2,    1023.0,    1023.5,       2.6
군산,140,01-17,       0.0,       4.1,      -3.7,       0.9,      70.7,       5.1,,,    1022.1,    1025.5,       2.8
울산,152,01-17,       2.6,       7.7,      -1.7,       1.8,      51.0,       6.0,       3.6,,    1018.1,    1023.1,       2.2
창원,155,01-17,       2.8,       7.3,      -1.0,       1.0,      48.5,       6.0,       3.5,,    1020.6,    1023.4,       2.1
광주,156,01-17,       1.1,       5.9,      -2.8,       1.1,      63.9,       5.2,       4.9,,    1016.0,    1025.1,       1.8
부산,159,01-17,       3.8,       8.4,       0.1,       1.5,      48.8,       6.3,       3.6,       2.0,    1014.1,    1022.9,       3.5
통영,162,01-17,       3.2,       8.0,      -0.8,       1.1,      54.5,       6.1,,,    1019.7,    1023.8,       2.6
목포,165,01-17,       1.7,       5.9,      -1.6,       0.9,      70.5,       4.7,       5.5,       1.3,    1020.0,    1025.3,       4.1
여수,168,01-17,       2.9,       6.7,      -0.2,       0.7,      52.5,       6.1,       3.7,       2.4,    1015.4,    1023.9,       4.7
흑산도,169,01-17,       3.6,       5.6,       1.8,       0.6,      69.2,       3.3,       6.4,,    1015.3,    1025.1,       6.4
완도,170,01-17,       2.7,       6.5,      -0.6,       0.9,      64.4,       4.7,,,    1020.9,    1024.7,       4.0
고창,172,01-17,      -0.2,       4.8,      -4.7,       0.8,      78.7,       4.8,,,    1018.9,    1025.5,       2.6
제주,184,01-17,       6.0,       8.4,       3.7,       1.9,      64.4,       2.1,       7.3,       1.5,    1022.2,    1024.9,       3.9
고산,185,01-17,       6.0,       8.2,       3.8,       1.3,      66.9,       3.0,,,    1014.9,    1023.9,       9.4
성산,188,01-17,       5.4,       8.8,       2.2,       2.5,      67.5,       4.1,,,    1021.9,    1024.2,       3.4
서귀포,189,01-17,       7.2,      10.7,       4.2,       1.8,      63.4,       4.8,       5.9,       1.8,    1016.8,    1023.1,       2.4
진주,192,01-17,       0.4,       7.5,      -5.5,       0.9,      58.7,       6.1,,,    1020.7,    1023.9,       1.3
강화,201,01-17,      -3.1,       2.0,      -8.0,       0.6,      64.6,       5.7,,,    1019.9,    1026.0,       1.5
양평,202,01-17,      -3.2,       2.6,      -8.3,       0.4,      68.6,       5.3,,,    1019.7,    1025.9,       1.1
이천,203,01-17,      -3.0,       3.0,      -8.3,       0.6,      64.6,       5.3,,,    1015.6,    1025.5,       1.1
인제,211,01-17,      -4.6,       1.7,     -10.5,       0.7,      68.2,       4.8,,,     999.8,    1025.5,       1.5
홍천,212,01-17,      -4.6,       2.3,     -10.2,       0.6,      67.5,       5.0,,,    1007.7,    1025.9,       0.8
태백,216,01-17,      -4.5,       1.0,      -9.7,       1.3,      62.6,       5.4,,,     935.8,    1023.7,       1.4
정선군,217,01-17,      -3.6,       2.4,      -8.9,       0.2,      61.1,       4.9,,,     985.7,    1024.7,       1.8
제천,221,01-17,      -4.7,       2.0,     -10.7,       0.6,      69.9,       5.4,,,     992.4,    1025.8,       1.2
보은,226,01-17,      -2.9,       3.5,      -8.5,       0.9,      67.7,       5.2,,,    1003.0,    1025.1,       1.3
천안,232,01-17,      -2.2,       3.3,      -7.4,       0.5,      70.0,       5.3,,,    1021.5,    1025.6,       1.6
보령,235,01-17,      -0.2,       4.4,      -4.4,       0.6,      69.6,       5.1,,,    1023.3,    1025.6,       1.6
부여,236,01-17,      -1.3,       4.7,      -6.4,       0.8,      70.9,       5.3,,,    1024.1,    1025.8,       0.9
금산,238,01-17,      -2.4,       4.2,      -7.9,       0.9,      69.8,       5.3,,,    1004.0,    1025.8,       1.0
부안,243,01-17,      -0.1,       4.7,      -4.5,       0.9,      74.2,       4.8,,,    1024.6,    1025.8,       1.3
임실,244,01-17,      -2.5,       4.1,      -8.1,       1.1,      73.2,       5.0,,,     994.6,    1025.9,       1.2
정읍,245,01-17,      -0.2,       4.6,      -4.4,       1.2,      73.1,       4.5,,,    1019.7,    1025.6,       1.0
남원,247,01-17,      -1.1,       5.3,      -6.6,       1.1,      69.6,       5.2,,,    1012.6,    1025.5,       1.3
장수,248,01-17,      -3.0,       3.4,      -8.8,       1.1,      72.4,       4.9,,,     974.6,    1025.7,       1.7
영광군,252,01-17,      -0.6,       4.5,      -5.3,       0.7,      70.3,       5.2,,,    1021.7,    1026.4,       2.2
김해시,253,01-17,       2.6,       8.0,      -2.0,       0.7,      47.9,       6.6,,,    1017.0,    1024.4,       2.4
순창군,254,01-17,      -1.4,       5.0,      -6.8,       0.8,      71.7,       5.4,,,    1009.8,    1026.0,       1.5
양산시,257,01-17,       2.5,       8.2,      -2.6,       0.9,      51.8,       6.3,,,    1022.9,    1024.8,       2.0
강진군,259,01-17,       1.2,       6.6,      -3.6,       0.6,      65.7,       5.9,,,    1024.1,    1025.7,       2.5
장흥,260,01-17,       1.0,       6.6,      -4.1,       0.9,      66.3,       5.2,,,    1019.3,    1024.8,       2.2
해남,261,01-17,       1.2,       6.4,      -3.6,       1.0,      69.7,       5.1,,,    1023.0,    1025.3,       2.1
고흥,262,01-17,       1.6,       7.1,      -3.5,       0.8,      62.8,       5.3,,,    1018.0,    1024.6,       1.9
의령군,263,01-17,      -0.3,       7.4,      -6.3,       0.6,      65.4,       6.0,,,    1021.9,    1023.7,       1.4
함양군,264,01-17,      -0.3,       6.1,      -6.0,       0.6,      65.3,       5.4,,,    1005.2,    1024.3,       1.8
진도군,268,01-17,       2.4,       6.5,      -1.6,       0.8,,,,,,,       2.4
봉화,271,01-17,      -4.0,       3.4,     -10.7,       0.7,      66.1,       5.7,,,     984.1,    1024.1,       1.3
영주,272,01-17,      -2.1,       3.2,      -7.5,       0.6,      61.1,       5.8,,,     997.9,    1024.4,       3.3
문경,273,01-17,      -1.6,       3.7,      -6.3,       0.8,      57.6,       5.4,,,    1002.9,    1024.7,       2.1
청송군,276,01-17,      -2.7,       4.2,      -9.0,       0.3,      61.9,       5.6,,,     997.8,    1024.0,       1.6
영덕,277,01-17,       1.2,       6.0,      -3.0,       2.0,      54.7,       6.0,,,    1018.3,    1023.8,       3.1
의성,278,01-17,      -2.9,       5.1,      -9.6,       0.7,      65.5,       5.5,,,    1014.7,    1024.9,       1.1
구미,279,01-17,      -0.5,       5.1,      -5.5,       0.7,      60.3,       5.0,,,    1018.9,    1024.8,       1.7
영천,281,01-17,      -0.5,       5.8,      -6.3,       1.0,      58.3,       5.1,,,    1012.5,    1024.3,       2.0
경주시,283,01-17,       0.5,       6.4,      -4.7,       0.9,      56.2,       5.9,,,    1018.5,    1023.3,       2.8
경주시,283,01-17,       0.5,       6.4,      -4.7,       0.9,      56.2,       5.9,,,    1018.5,    1023.3,       2.8
거창,284,01-17,      -1.3,       5.8,      -7.5,       0.8,      63.3,       5.9,,,     996.5,    1024.8,       1.2
합천,285,01-17,      -0.1,       7.2,      -5.9,       0.7,      61.1,       5.6,,,    1020.6,    1024.7,       1.1
밀양,288,01-17,       0.6,       7.7,      -5.3,       0.8,      60.9,       5.8,,,    1022.6,    1024.1,       1.2
산청,289,01-17,       0.4,       6.5,      -4.8,       0.8,      56.5,       5.2,,,    1007.4,    1025.0,       1.9
거제,294,01-17,       2.7,       7.4,      -1.5,       1.6,      55.5,       5.3,,,    1018.4,    1023.3,       1.6
남해,295,01-17,       2.2,       6.9,      -2.2,       0.9,      56.7,       6.0,,,    1018.8,    1024.6,       1.7
강남,400,01-17,      -0.6,       3.1,      -4.0,       0.4,,,,,,,       1.6
서초,401,01-17,      -0.5,       3.4,      -3.9,       0.4,,,,,,,       1.4
강동,402,01-17,      -1.6,       3.1,      -5.8,       0.5,,,,,,,       1.2
송파,403,01-17,      -0.2,       3.7,      -3.7,       0.4,,,,,,,       1.5
강서,404,01-17,      -1.4,       2.8,      -4.9,       0.4,,,,,,,       1.4
양천,405,01-17,      -0.6,       3.2,      -4.1,       0.4,,,,,,,       1.3
도봉,406,01-17,      -2.1,       2.9,      -6.8,       0.6,,,,,,,       1.0
노원,407,01-17,      -2.5,       3.1,      -8.0,       0.6,,,,,,,       1.3
동대문,408,01-17,      -0.4,       3.5,      -4.0,       0.4,,,,,,,       1.6
중랑,409,01-17,      -0.8,       3.1,      -4.5,       0.5,,,,,,,       1.7
기상청,410,01-17,      -0.6,       3.2,      -3.9,       0.4,,,,,,,       1.3
마포,411,01-17,      -0.7,       3.0,      -4.2,       0.4,,,,,,,       2.1
서대문,412,01-17,      -1.8,       2.9,      -5.7,       0.4,,,,,,,       1.6
광진,413,01-17,      -0.6,       3.3,      -4.2,       0.3,,,,,,,       1.6
성북,414,01-17,      -1.7,       2.3,      -5.2,       0.5,,,,,,,       1.3
용산,415,01-17,      -0.7,       3.0,      -4.0,       0.4,,,,,,,       1.4
은평,416,01-17,      -2.3,       2.7,      -6.5,       0.4,,,,,,,       1.5
금천,417,01-17,      -0.2,       3.3,      -3.4,       0.3,,,,,,,       1.5
중구,419,01-17,      -2.5,       1.4,      -5.7,       0.4,,,,,,,       2.4
성동,421,01-17,      -0.1,       3.3,      -3.4,       0.3,,,,,,,       1.9
구로,423,01-17,      -1.2,       3.2,      -5.0,       0.4,,,,,,,       1.5
강북,424,01-17,      -0.4,       3.5,      -4.1,       0.7,,,,,,,       1.5
남현,425,01-17,      -1.9,       2.2,      -5.9,       0.2,,,,,,,       1.3
부천,433,01-17,      -0.7,       3.3,      -4.3,       0.3,,,,,,,       1.0
안양,434,01-17,      -0.9,       2.9,      -4.3,       0.2,,,,,,,       2.0
광명,437,01-17,      -0.6,       3.0,      -3.8,       0.2,,,,,,,       1.7
군포,438,01-17,      -0.7,       3.3,      -4.1,       0.2,,,,,,,       1.2
김포,441,01-17,      -3.0,       2.1,      -7.2,       0.2,,,,,,,       1.2
하남,444,01-17,      -2.0,       3.0,      -6.5,       0.2,,,,,,,       0.7
의왕,445,01-17,      -2.2,       2.5,      -6.6,       0.1,,,,,,,       0.9
포천,504,01-17,      -4.0,       2.4,      -9.7,       0.5,,,,,,,       1.1
가평조종,505,01-17,      -4.9,       1.6,     -10.8,       0.7,,,,,,,       1.0
영등포,510,01-17,      -0.7,       3.2,      -3.9,       0.3,,,,,,,       1.5
인천연수,512,01-17,      -1.1,       3.3,      -5.2,       0.3,,,,,,,       1.5
안성,516,01-17,      -2.1,       3.3,      -6.6,       0.4,,,,,,,       1.1
간성,517,01-17,      -0.5,       4.4,      -5.0,       2.1,,,,,,,       1.9
평창,526,01-17,      -4.5,       2.3,     -10.0,       0.4,,,,,,,       1.0
의정부,532,01-17,      -3.1,       2.5,      -8.1,       0.8,,,,,,,       0.9
횡성,536,01-17,      -3.9,       3.0,      -9.4,       0.6,,,,,,,       0.9
고양,540,01-17,      -3.2,       2.9,      -8.3,       0.2,,,,,,,       1.2
남양주,541,01-17,      -3.2,       3.3,      -9.0,       0.7,,,,,,,       0.9
안산,545,01-17,      -2.8,       3.0,      -8.6,       0.4,,,,,,,       1.4
경기광주,546,01-17,      -2.9,       2.8,      -7.5,       0.4,,,,,,,       1.4
여주,548,01-17,      -3.2,       2.7,      -8.1,       0.8,,,,,,,       1.1
용인,549,01-17,      -2.8,       3.2,      -8.0,       0.5,,,,,,,       1.1
오산,550,01-17,      -2.1,       3.3,      -6.8,       0.4,,,,,,,       1.1
평택,551,01-17,      -1.7,       3.3,      -6.2,       0.4,,,,,,,       1.5
화천,555,01-17,      -5.1,       2.4,     -10.7,       0.5,,,,,,,       1.0
양구,556,01-17,      -5.6,       2.1,     -11.4,       0.4,,,,,,,       0.8
시흥,565,01-17,      -1.4,       3.2,      -5.8,       0.3,,,,,,,       1.3
구리,569,01-17,      -2.0,       3.0,      -6.1,       0.3,,,,,,,       1.2
금곡,570,01-17,      -2.1,       3.0,      -6.5,       0.5,,,,,,,       1.2
화성,571,01-17,      -1.6,       3.0,      -5.8,       0.3,,,,,,,       1.1
성남,572,01-17,      -1.2,       3.2,      -5.4,       0.4,,,,,,,       1.2
과천,590,01-17,      -1.8,       3.4,      -6.5,       0.2,,,,,,,       1.4
진부령,595,01-17,      -4.9,      -0.6,      -9.2,       1.4,,,,,,,       3.2
양주,598,01-17,      -4.2,       2.4,     -10.1,       0.6,,,,,,,       0.9
단양,601,01-17,      -3.1,       2.7,      -7.7,       0.7,,,,,,,       0.7
진천,602,01-17,      -2.5,       3.6,      -7.5,       0.6,,,,,,,       1.0
괴산,603,01-17,      -3.2,       3.5,      -8.7,       0.6,,,,,,,       0.9
옥천,604,01-17,      -2.1,       4.0,      -7.3,       0.8,,,,,,,       1.0
홍북,608,01-17,      -1.6,       3.7,      -6.4,       0.4,,,,,,,       1.3
세종연서,611,01-17,      -2.6,       4.2,      -7.4,       0.9,,,,,,,       1.1
공주,612,01-17,      -1.9,       4.2,      -6.9,       0.3,,,,,,,       1.1
서천,614,01-17,      -0.8,       4.5,      -5.2,       0.6,,,,,,,       1.4
논산,615,01-17,      -1.4,       4.5,      -6.5,       0.9,,,,,,,       1.3
당진,616,01-17,      -1.8,       3.2,      -6.1,       0.3,,,,,,,       1.7
청양,618,01-17,      -2.3,       3.7,      -7.8,       0.6,,,,,,,       1.0
음성,619,01-17,      -3.7,       3.1,      -9.6,       0.7,,,,,,,       1.3
증평,623,01-17,      -2.9,       3.2,      -8.0,       0.6,,,,,,,       1.0
태안,627,01-17,      -0.2,       3.7,      -3.8,       0.3,,,,,,,       1.7
예산,628,01-17,      -1.9,       3.3,      -6.3,       0.4,,,,,,,       1.6
아산,634,01-17,      -1.7,       2.9,      -6.1,       0.3,,,,,,,       1.4
계룡,636,01-17,      -2.5,       4.0,      -8.4,       0.9,,,,,,,       0.8
오월드,642,01-17,      -0.3,       4.6,      -4.6,       0.9,,,,,,,       0.9
세천,643,01-17,      -1.8,       4.0,      -6.8,       0.8,,,,,,,       0.9
장동,648,01-17,      -1.6,       4.2,      -6.4,       0.7,,,,,,,       0.8
부평,649,01-17,      -3.0,       2.6,      -8.1,       0.1,,,,,,,       0.7
연천청산,652,01-17,      -4.2,       2.4,      -9.8,       0.4,,,,,,,       0.8
양양,670,01-17,       0.6,       4.9,      -3.6,       0.5,,,,,,,       3.3
사북,674,01-17,      -5.4,      -1.2,      -9.5,       0.3,,,,,,,       3.1
무안,699,01-17,       0.9,       5.5,      -3.2,       1.3,,,,,,,       1.7
무주,701,01-17,      -2.4,       4.2,      -8.0,       0.4,,,,,,,       1.2
익산,702,01-17,      -0.2,       5.2,      -5.0,       1.0,,,,,,,       1.4
진안,703,01-17,      -3.0,       3.7,      -8.5,       1.2,,,,,,,       1.3
담양,706,01-17,       0.2,       6.1,      -4.8,       1.2,,,,,,,       1.7
광산,708,01-17,       0.7,       6.2,      -4.1,       1.1,,,,,,,       1.8
구례,709,01-17,       0.2,       6.5,      -5.0,       0.9,,,,,,,       1.5
나주,710,01-17,       0.5,       6.3,      -4.4,       1.1,,,,,,,       1.4
순천시,712,01-17,       2.8,       7.7,      -0.9,       0.9,,,,,,,       2.5
광양읍,713,01-17,       2.0,       7.9,      -2.7,       0.9,,,,,,,       1.9
조선대,722,01-17,       1.7,       6.1,      -2.1,       1.0,,,,,,,       1.9
거문도,723,01-17,       5.1,       7.7,       3.1,       1.0,,,,,,,       5.4
추자도,724,01-17,       5.0,       7.3,       3.0,       1.0,,,,,,,       4.7
장성,730,01-17,      -0.3,       5.5,      -4.9,       1.4,,,,,,,       1.4
영암,731,01-17,       0.8,       6.1,      -3.6,       1.0,,,,,,,       1.8
보성,732,01-17,       0.0,       6.0,      -5.1,       0.9,,,,,,,       1.7
완주,734,01-17,      -0.6,       5.3,      -5.8,       1.2,,,,,,,       1.4
김제,737,01-17,       0.0,       4.7,      -4.1,       0.8,,,,,,,       1.9
화순,741,01-17,       0.1,       6.2,      -4.8,       1.2,,,,,,,       1.2
함평,754,01-17,       1.1,       6.3,      -3.4,       1.1,,,,,,,       1.5
곡성,768,01-17,      -0.4,       5.8,      -5.4,       0.9,,,,,,,       1.3
성판악,782,01-17,      -0.2,       2.9,      -3.0,       3.6,,,,,,,       3.2
풍암,788,01-17,       0.9,       6.3,      -3.6,       0.5,,,,,,,       1.2
압해도,789,01-17,       1.7,       5.6,      -1.6,       0.6,,,,,,,       3.2
영양,801,01-17,      -2.2,       4.6,      -8.3,       1.0,,,,,,,       1.4
성주,810,01-17,      -0.7,       5.8,      -6.7,       0.7,,,,,,,       1.3
고령,812,01-17,      -0.7,       6.8,      -6.9,       0.9,,,,,,,       0.8
청도,813,01-17,      -0.7,       6.6,      -6.5,       1.1,,,,,,,       1.3
예천,815,01-17,      -2.1,       5.0,      -7.8,       0.8,,,,,,,       1.1
김천,822,01-17,      -1.1,       5.2,      -6.7,       0.8,,,,,,,       1.3
군위,823,01-17,      -2.5,       4.7,      -8.4,       0.6,,,,,,,       1.4
칠곡,825,01-17,      -0.1,       5.8,      -5.5,       0.6,,,,,,,       1.9
경산,827,01-17,       0.8,       6.2,      -3.9,       0.9,,,,,,,       1.7
달성,828,01-17,       1.1,       7.1,      -3.7,       0.9,,,,,,,       1.8
대구서구,846,01-17,       1.3,       6.2,      -2.9,       0.7,,,,,,,       1.6
신암,860,01-17,       1.3,       6.2,      -2.9,       0.7,      51.9,       6.0,       3.8,,    1017.5,    1025.1,       2.3
완산,864,01-17,       0.0,       5.0,      -4.4,       0.9,      65.9,       4.8,       4.3,       0.9,    1018.8,    1025.7,       1.4
삼척,876,01-17,       1.6,       6.0,      -2.2,       1.4,,,,,,,       2.1
울기,901,01-17,       3.7,       7.9,       0.3,       1.9,,,,,,,       2.4
삼천포,907,01-17,       2.9,       7.3,      -0.7,       0.8,,,,,,,       2.2
영도,910,01-17,       3.8,       7.6,       0.6,       1.8,,,,,,,       3.0
고성,918,01-17,       2.0,       8.0,      -3.5,       0.8,,,,,,,       1.8
창녕,919,01-17,       0.0,       7.0,      -6.3,       0.9,,,,,,,       1.7
함안,920,01-17,      -0.3,       8.0,      -6.7,       0.9,,,,,,,       1.0
가덕도,921,01-17,       4.0,       7.8,       1.1,       1.3,,,,,,,       3.9
기장,923,01-17,       3.3,       8.5,      -1.4,       2.2,,,,,,,       1.9
간절곶,924,01-17,       4.1,       8.2,       0.4,       2.1,,,,,,,       3.4
하동,932,01-17,       2.0,       7.8,      -3.0,       0.7,,,,,,,       1.6
해운대,937,01-17,       4.4,       9.0,       0.3,       1.5,,,,,,,       2.2
부산진,938,01-17,       3.2,       7.5,      -0.6,       1.4,,,,,,,       2.2
동래,940,01-17,       3.6,       8.2,      -0.6,       1.6,,,,,,,       1.8
북구,941,01-17,       2.5,       7.2,      -1.6,       1.2,,,,,,,       1.6
부산남구,942,01-17,       4.1,       8.0,       0.4,       1.6,,,,,,,       1.9
정자,949,01-17,       3.5,       8.3,      -1.4,       1.6,,,,,,,       3.0
속초,90,01-18,       0.3,       4.4,      -3.4,       2.0,      53.4,       5.5,,,    1020.0,    1022.4,       2.4
철원,95,01-18,      -5.3,       1.1,     -11.3,       0.5,      69.0,       5.1,,,    1005.2,    1025.2,       1.2
동두천,98,01-18,      -2.9,       3.2,      -7.8,       0.6,      64.6,       5.0,,,    1011.1,    1025.4,       1.2
파주,99,01-18,      -3.5,       2.8,      -9.0,       0.6,      68.3,       5.3,,,    1021.5,    1025.4,       1.3
대관령,100,01-18,      -6.6,      -1.5,     -11.9,       1.9,      69.3,       5.9,,,     924.2,    1024.2,       4.4
춘천,101,01-18,      -3.8,       2.1,      -8.8,       0.5,      70.1,       5.0,,,    1015.3,    1025.1,       1.0
백령도,102,01-18,      -0.6,       1.9,      -2.7,       0.2,      64.6,       4.4,       5.5,,    1007.9,    1025.6,       4.0
강릉,105,01-18,       1.1,       5.4,      -2.4,       1.8,      50.6,       5.7,,,    1019.4,    1022.7,       3.1
동해,106,01-18,       1.4,       5.5,      -2.5,       2.1,      52.4,       5.4,,,    1017.2,    1021.9,       2.6
서울,108,01-18,      -1.5,       2.5,      -5.0,       0.5,      57.5,       5.3,       4.1,       1.3,    1014.2,    1025.2,       2.3
인천,112,01-18,      -1.2,       2.7,      -4.5,       0.5,      62.0,       5.7,       4.0,       1.6,    1016.2,    1024.9,       3.0
원주,114,01-18,      -2.8,       2.7,      -7.6,       0.7,      65.2,       4.9,,,    1005.9,    1025.0,       0.9
울릉도,115,01-18,       1.8,       4.5,      -0.2,       3.7,      69.7,       3.0,       7.2,       1.3,     994.1,    1021.8,       3.5
수원,119,01-18,      -1.7,       3.2,      -6.1,       0.6,      64.8,       5.4,       4.1,       1.2,    1020.9,    1025.4,       1.5
영월,121,01-18,      -2.9,       3.1,      -8.3,       0.6,      66.2,       5.1,,,     994.3,    1024.7,       1.1
충주,127,01-18,      -2.8,       2.8,      -7.8,       0.7,      68.2,       5.0,,,    1012.9,    1025.3,       1.3
